,name,problem,problem_comment,remarks,authorship,year,type,paratypes,nomenclatural_status,rank_id,is_objective_synonym,is_subjective_synonym
26,Homo floresiensis,FALSE,,"<p><span style=""color:#000000""><em>Homo floresiensis </em></span><span style=""color:#000000"">was discovered on the island of Flores in Indonesia in a cave site called Liang Bua by an Indonesian-Australian team led by Peter Brown and Mike Morwood in 2004 (Brown et al, 2004). </span><span style=""color:#000000""><em>Homo floresiensis</em></span><span style=""color:#000000""> is dated to exist around 60-100 KYA; however, what is unique about this species is that they were extremely small with a dwarfed-liked stature and a brain size of around 400 cc (</span><span style=""color:#000000""><span style=""background-color:#ffffff"">Hershkovitz, 2007)</span></span><span style=""color:#000000"">. <em>H. floresiensis&nbsp;</em>was given its name because it&#39;s the only species that has been identified on the island of Flores (Brown et al., 2004).&nbsp;This small stature has given this species the nickname &ldquo;The Hobbit&rdquo; (</span><span style=""color:#000000""><span style=""background-color:#ffffff"">Meijer, 2010).</span></span><span style=""color:#000000""> Flores, Indonesia was surrounded by water at the time that </span><span style=""color:#000000""><em>Homo floresiensis</em></span><span style=""color:#000000""> was thought to have existed, which gives insight into how this species could have become the dwarfed version of other </span><span style=""color:#000000""><em>Homo </em></span><span style=""color:#000000"">species that existed at the same time (</span><span style=""color:#000000""><span style=""background-color:#ffffff"">O&rsquo;Connor et al, 2017)</span></span><span style=""color:#000000"">. </span><span style=""color:#000000"">&nbsp;</span></p>","Brown et al., 2004",2004,LB1,,valid,8,FALSE,FALSE
54,Zinjanthropus boisei,FALSE,,"<p>Holotype OH 5 originally described in 1959 and named <em>Zinjanthropus boisei</em>. Later included in the <em>Paranthropus</em> hypodym, or if one does not accept unique validity of <em>Paranthropus</em> then both are included under <em>Australopithecus</em>.</p>","Leakey, 1959",1959,OH 5,,valid,8,FALSE,FALSE
55,Homo capensis,FALSE,,"<p>In his 1917 letter in the American Museum Journal, Broom provides a brief, two-page&nbsp;account of the discovery of the Boskop 1 calvarium and other remains. In this work he coins the name <em>Homo capensis</em> for the Boskop 1 specimen and remarks that it is most similar to Cro-magnon. See also Gregory 1921 for comments on the same specimen, which Gregory names <em>Homo sapiens Boskop</em> (nomen numdem).&nbsp;</p>","Broom, 1917",1917,Boskop 1,,valid,8,FALSE,TRUE
173,Homo longi,FALSE,,,Ni et al. 2021,2021,Dragon Man,,valid,8,FALSE,FALSE
179,Homo altaiensis,TRUE,"Needs type specimen and publication. Authorship citation from Zubova et al. is 
Derevianko A.P. 2011
Verkhniy paleolit v Afrike i Evrazii i formirovaniye
cheloveka sovremennogo anatomicheskogo tipa. Novosibirsk:
Izd. IAE SO RAN.",<p>Zubova et al. present morphological analysis of isolated molars.</p>,"Derevianko, 2011",2011,,,valid,8,FALSE,FALSE
174,Homo daliensis,FALSE,,,X. Z. Wu 1981,1981,Dali,,valid,8,FALSE,FALSE
36,Kenyanthropus platyops,FALSE,,"<p><span style=""color:#000000""><em>Kenyanthropus platyops </em></span><span style=""color:#000000"">was discovered on the western shore of Lake Turkana, Kenya by a member of Meave Leakey&rsquo;s research team, Justus Erus in 1999 (</span><a href=""https://www.nature.com/news/2001/010322/full/news010322-8.html"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Gee, 2001</u></span></a><span style=""color:#000000"">). The species is known for its distinguished human-like facial features such as a flat face, smaller teeth, and smaller brain (</span><a href=""https://www.nature.com/articles/35068648"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Lieberman, 2001</u></span></a><span style=""color:#000000"">). It was found that </span><span style=""color:#000000""><em>K. platyops </em></span><span style=""color:#000000"">shared similar features with Australopithecines (</span><span style=""color:#000000""><em>afarensis</em></span><span style=""color:#000000""> and </span><span style=""color:#000000""><em>deyiremeda</em></span><span style=""color:#000000"">) these similarities would include the position of the zygomatic process, small first and second molars, and three upper molars with three roots (</span><a href=""https://royalsocietypublishing.org/doi/10.1098/rstb.2015.0231"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Spoor et al., 2016</u></span></a><span style=""color:#000000"">). </span><span style=""color:#000000""><em>Kenyanthropus platyops</em></span><span style=""color:#000000""> also shared the same shape of the dental arcade, maxillary morphology, and molar size as </span><span style=""color:#000000""><em>Australopithecus deyiremeda</em></span><span style=""color:#000000""> (</span><a href=""https://europepmc.org/article/med/26017448"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Haile-Selassie, 2015</u></span></a><span style=""color:#000000"">). Middle Pliocene diversity is attributed to the discovery of </span><span style=""color:#000000""><em>K. platyops</em></span><span style=""color:#000000""> in Lake Turkana (</span><a href=""https://europepmc.org/article/med/26017448"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Haile-Selassie, 2015</u></span></a><span style=""color:#000000"">, </span><a href=""https://www.nature.com/articles/35068500#:~:text=afarensis%2C%20indicating%20that%20hominin%20taxonomic,a%20new%20genus%20of%20hominin."" style=""text-decoration:none""><span style=""color:#1155cc""><span style=""background-color:#ffffff""><u>Leakey, 2001</u></span></span></a><span style=""color:#000000"">). There appeared to be slight controversy of whether </span><span style=""color:#000000""><em>K. platyops</em></span><span style=""color:#000000""> should be its own species or if it should be assigned to </span><span style=""color:#000000""><em>Homo</em></span><span style=""color:#000000""> </span><span style=""color:#000000""><span style=""background-color:#ffffff""><em>rudolfensis. </em></span></span><span style=""color:#000000""><span style=""background-color:#ffffff"">However, based on the combination of primitive and advanced cranial features, it is regarded as its own genus (</span></span><a href=""https://www.nature.com/articles/35068500#:~:text=afarensis%2C%20indicating%20that%20hominin%20taxonomic,a%20new%20genus%20of%20hominin."" style=""text-decoration:none""><span style=""color:#1155cc""><span style=""background-color:#ffffff""><u>Leakey, 2001</u></span></span></a><span style=""color:#000000""><span style=""background-color:#ffffff""> &amp;</span></span><span style=""color:#000000""> </span><a href=""https://www.nature.com/news/2001/010322/full/news010322-8.html"" style=""text-decoration:none""><span style=""color:#1155cc""><span style=""background-color:#ffffff""><u>Gee, 2001</u></span></span></a><span style=""color:#000000""><span style=""background-color:#ffffff"">).</span></span></p>

<p>&nbsp;</p>","Leakey et al., 2001",2001,KNM-WT 40000,,valid,8,FALSE,FALSE
23,Homo antecessor,FALSE,,"<p>The type specimen of <em>Homo antecessor</em>, ATD 6-5, was first discovered in 1995 at Gran Dolina, Sierra de Atapuerca, Burgos, Spain by Eudald Carbonell and his team (Carbonell et al., 1995). The species was officially declared following further examination of the finds in 1997 as the last common ancestor shared between modern humans and <em>Homo neanderthalensis</em> (de Castro et al,. 1997). <em>Antecessor</em> is Latin for &ldquo;explorer&rdquo;, with the name meant to emphasize that the specimens originally found belonged to the first population known in Europe at the time of discovery. The traits of <em>H. antecessor</em> include dental features that differ from others in the <em>Homo</em> genus, including larger mandibular anterior teeth, a modern midface, and derived cranial features (Carbonell et al., 1995). The specimens found at Gran Dolina in Stratum TD6 are dated to 780 ka , though a molar found at Sima del Elefante has been dated to 1.2 million years ago (Martin&oacute;n-Torres et al., 2011). Evidence of cannibal practices has been attributed to <em>H. antecessor</em> based on the markings found on the remains at Atapuerca TD6 (Fern&aacute;ndez-Jalvo et al., 1999).</p>","Bermúdez de Castro et al., 1997",1997,ATD 6-5,,valid,8,FALSE,FALSE
25,Homo ergaster,FALSE,,"<p><span style=""color:#000000"">In 1971 a mandible in two halves was discovered near Lake Turkana, Kenya by the Koobi Fora Research Project. Richard Leakey would identify this at the species </span><span style=""color:#000000""><em>Homo ergaster</em></span><span style=""color:#000000"">(R.E.F Leakey, 1971). In 1985 the discovery of the nearly complete &ldquo;Turkana Boy&rdquo; skeleton created a more clear image of the species. </span><span style=""color:#000000""><em>H. ergaster </em></span><span style=""color:#000000"">is a late pleistocene hominin in eastern and southern Africa. Specimen dates range from 1.8-1.5 million years ago, with some individuals going as far back as 2.0 mya(Wang, et al., 2004). </span><span style=""color:#000000""><em>Homo ergaster </em></span><span style=""color:#000000"">is larger than previous hominins, sharing qualities close in comparison to modern </span><span style=""color:#000000""><em>Homo sapiens,</em></span><span style=""color:#000000""> such as it&rsquo;s proportionally longer legs for bipedal locomotion(Brown, Harris, Leakey, 1985). New technologies and studies have assisted in the investigation of musculature and behavior of </span><span style=""color:#000000""><em>H. ergaster</em></span><span style=""color:#000000""> which has allowed paleoanthropologists to consider how </span><span style=""color:#000000""><em>H. ergaster</em></span><span style=""color:#000000""> may have lived(Wang, et al., 2004)</span></p>","Groves and Mazaák, 1975",1975,KNM ER-992,"KNM-ER 806, KNM-ER 807, KNM-ER 808, KNM-ER 820, KNM-WT 15000",valid,8,FALSE,FALSE
40,Orrorin tugenensis,FALSE,,"<p><span style=""color:#000000""><em>Orrorin tugenensis, </em></span><span style=""color:#000000"">BAR 1000&rsquo;00, was discovered in Tugen Hills (Lukeino Formation, Baringo District), Kenya in 2001 by Brigitte Senut and their team (</span><a href=""https://lba.ku.edu/sites/lba.drupal.ku.edu/files/docs/Courses/ORRORIN.pdf"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Senut et al. 2001</u></span></a><span style=""color:#000000"">). With its name meaning &lsquo;Original Man&rsquo;, </span><span style=""color:#000000""><em>O. tugenensis</em></span><span style=""color:#000000""> is approximately 6 million years old dating back to the Late Miocene (</span><a href=""https://www.sciencedirect.com/science/article/pii/S1631068302000362"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Sawada et al., 2002</u></span></a><span style=""color:#000000"">). A total of 13 fossils, skeletal remains from five individuals discovered of </span><span style=""color:#000000""><em>Orrorin tugenensis</em></span><span style=""color:#000000""> were found in four different localities within the Lukeino Formation: Cheboit, Kapsomin, Kapcheberek, and Aragai (</span><a href=""https://lba.ku.edu/sites/lba.drupal.ku.edu/files/docs/Courses/ORRORIN.pdf"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Senut et al., 2001</u></span></a><span style=""color:#000000"">). </span><span style=""color:#000000""><em>O. tugenensis</em></span><span style=""color:#000000""> has shed light on the emergence of bipedalism based on its femora (</span><a href=""https://www.researchgate.net/publication/251700715_Bipedalism_in_Orrorin_tugenesis_revealed_by_its_femora"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Pickford et al., 2002</u></span></a><span style=""color:#000000"">; </span><a href=""https://pubmed.ncbi.nlm.nih.gov/15353798/"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Galik et al. 2004</u></span></a><span style=""color:#000000"">). BAR 1002&rsquo;00, the left femur is predominantly complete containing the femoral shaft, neck, and head. Based on the anterior twist of the femoral neck, lesser trochanter projecting medially, and the size of the femoral head, it was concluded that </span><span style=""color:#000000""><em>O. tugenensis</em></span><span style=""color:#000000""> must have been bipedal as opposed to other australopithecines (</span><a href=""https://www.researchgate.net/publication/251700715_Bipedalism_in_Orrorin_tugenesis_revealed_by_its_femora"" style=""text-decoration:none""><span style=""color:#1155cc""><u>Pickford et al, 2002</u></span></a><span style=""color:#000000"">). Pickford et al. also significantly concluded that from the evidence provided by the fossil remains </span><span style=""color:#000000""><em>Orrorin</em></span><span style=""color:#000000""> is most closely related to modern humans than australopithecines. This in turn went to mean that </span><span style=""color:#000000""><em>Orrorin</em></span><span style=""color:#000000""> is more closely related to the genus </span><span style=""color:#000000""><em>Homo</em></span><span style=""color:#000000""> than it is to the genus </span><span style=""color:#000000""><em>Paranthropu</em></span><span style=""color:#000000"">s and </span><span style=""color:#000000""><em>Australopithecus</em></span><span style=""color:#000000"">.</span></p>","Senut et al., 2001",2001,BAR 1000’00,,valid,8,FALSE,FALSE
42,Paraustralopithecus aethiopicus,FALSE,,"<p>Arambourg and Coppens originally named OMO 18 as the type specimens for Paraustralopithecus aethiopicus. Groves 1999 discusses some of the challenges and problems surrounding the designation of the name &#39;aethiopicus&#39;. The name Paranthropus aethiopicus is available, but Australopithecus aethiopicus is not available and creates a hominym referring both to fossils from Laetoli and from Omo.</p>","Arambourg & Coppens, 1968",1968,Omo 18-1967-18,,valid,8,FALSE,FALSE
155,Homo spyensis,TRUE,Needs publication and holotype.,"<p>Holotype is adult male skeleton, Spy 1 from Spy, Belgium. Subjective Junior Synonym for Homo neanderthalensis</p>","Krause, 1909",1909,Spy I,,valid,8,FALSE,TRUE
18,Australopithecus deyiremeda,FALSE,,,"Haile-Selassie et al., 2015",2015,BRT-VP-3/1,,valid,8,FALSE,FALSE
102,Anthropopithecus erectus,FALSE,,"<p>Dubois (1892) in his quaterly field report describes the discovery of a femur, and in that same report introduces (unceremoniously) the name Anthropopithecus erectus specifically for the partial cranium (calotte) referred to as Trinil 2 or &quot;Skull 1&quot;.&nbsp;</p>

<p>Anthropithecus erectus is widely considered a subjective juniorn synonym of <em>Homo erectus</em>.</p>","Dubois, 1892",1892,Trinil 2,,valid,8,FALSE,TRUE
12,Austalopithecus ramidus,FALSE,,"<p>Originally described as <em>Australopithecus ramidus</em> White, Suwa &amp; Asfaw 1994, then updated to <em>Ardipithecus ramidus</em> in one page corrigum in White, Suwa &amp; Asfaw 1995.</p>","White, Suwa & Asfaw, 1994",1994,ARA-VP-6/1,,valid,8,FALSE,FALSE
72,Australopithecus prometheus,FALSE,,,"Dart, 1948",1948,MLD 1,,valid,8,FALSE,FALSE
80,Atlanthropus mauritanicus,TRUE,Needs publication and type specimen. Need to add Tighenif as Site and rename Ternifine fossils to Tighenif. Need to,"<p>Type site is&nbsp;Tighenif quarry (previously known as Ternifine or Palikao)</p>

<p>The type specimens are two mandibles, Ternifine 1 and Ternifine 2. Arambourg clearly includes both fossils in his designaiton, &quot;On the whole the new fossils are very closely related to the Asiatic Pithecanthropus and Sinanthropus. ... I have assigned to them theprovisional name, Atlanthropus mauritanicus.&quot;&nbsp; Note that Article 15.1 governing the provisional assignment of names only applies to names published after 1960.</p>","Arambourg, 1954",1954,Ternifine 1,,valid,8,FALSE,TRUE
111,Homo wadjakensis,TRUE,Needs publication and type specimen,"<p>Wadjak, Indonesia. Type&nbsp;is a Wadjak 1&nbsp;adult female cranium,&nbsp;rt mandibular corpus and ramus, teeth, cervical vertebrae.&nbsp; Campbell (1965) lists adult female cranium as the lectotype. Oakley, Capbell and Page 1975 list Wadjak 1 skeleton as holotype.</p>

<p>First fossil specimen discovered in East Asia in 1888 by&nbsp;by Mr. B.D. Van Rietschoten during marble prospecting misison. Remains given to Dubois who delayed publication till 1921.</p>","Dubois, 1921",1921,Wadjak 1,,valid,8,FALSE,TRUE
77,Plesianthropus transvaalensis,TRUE,Needs publication and type specimen,<p>Broom 1936 erects the name <em>Au. transvaalensis</em> for first fossils discovered at Sterkfontein. Broom 1938 proposes Sterkfontein fossils belong in new genus and proposes <em>Plesianthropus transvaalensis</em>. In 1947 STS 5 is discovered and referred to Plesianthropus transvaalensis. Current concensus taxonomy treates Plesianthorpus transvaalensis as a junior synonym of Australopithecus&nbsp;africanus.</p>,"Broom, 1938",1938,TM 1511,,valid,8,FALSE,TRUE
29,Homo leakeyi,FALSE,,"<p>Clarke (1990) argues that African material attributed to Homo erectus should be placed in a distinct species and nominated Homo leakeyi. Homo leakeyi is widely regarded as a subjective junior synonym of Homo erectus or Homo ergaster. Leakey et al. (1968) reference this taxon and call it, informally, &quot;Chellean Man&quot;.&nbsp;Simons (1969) argues that Homo leakeyi Heberer, 1963 was proposed provisionally and thus is invalid (Article 15).</p>","Heberer, 1963",1963,OH 9,,valid,8,FALSE,TRUE
43,Paranthropus crassidens,FALSE,,<p>Broom 1949 is first use of the name <em>Paranthrpus crassidens</em>. Broom and Robinson later use the name <em>Paranthropus crassidens</em>&nbsp;Broom and Robinson 1949. Its not exactly clear which is valid. The first publication does use the name and references a specimen. Widely considered subjective junior synonym of <em>Paranthropus robustus</em>.</p>,"Broom, 1949",1949,SK 6,,valid,8,FALSE,TRUE
15,Australopithecus africanus,FALSE,,"<p>First named by Raymond Dart in 1925 Nature publication. However, Groves 1999 refers to Australopithecus africanus Dart 1924. Is there some earlier publication in 1924 or is this a mistake in the date? The first paragraph of Dart&#39;s 1925 article in nature indicates the Taung skull was discovered &quot;Late in 1924&quot; so a 1925 publication and date for the name seems apprpriate. The Nature article is clearly dated to February 1925.&nbsp;</p>

<p>Zoobank lists Australopithecus africanus Dart 1925.</p>","Dart, 1925",1925,Taung,,valid,8,FALSE,FALSE
176,Homo antiquus,FALSE,,"<p>Ferguson argues that many specimens in the Hadar assemblage do not fit the diagnosis for Australopithecus and should instead be moved to Homo. But rather than move the trivial name to Homo afarensis he argues a new name is needed and coins <em>Homo antiquus</em> with A.L. 288-1 as the holotype.</p>

<p>However the name Homo antiquus Ferguson, 1984 is a homonym with Homo antiquus Adloff, 1908, for the Krapina neanderthal skull.&nbsp; Ferguson, in 2007,&nbsp;appealed to the ICZN for precedence over Adloff 1908 (case 3432), but the case was closed the following year with no opinion published.</p>

<p>Link to the notice or receitp of the case&nbsp;</p>

<p>https://www.biodiversitylibrary.org/item/107007#page/227/mode/1up) but the case was closed in the following&nbsp;</p>

<p>Notice of closure</p>

<p>The following Cases, for which receipts as new applications to the Commission were published though the cases were never published in full, are now closed:</p>

<p>Homo antiquus Ferguson, 1984 (Mammalia, hominidas): proposed precedence over &ldquo;Homo antiquus Adloff, 1908&rdquo;. W.W. Ferguson (Case 3432; acknowledgement of receipt published in BZN 64: 209).</p>

<p>On possible explanation for the closure is that Ferguson may have appealed on the basis that Abloff 1908 as cited in Campbell (1963) makes no mention of Homo antiquus. This is due to an error in Campbell where the wrong citation is listed. There are two publications for Abloff 1908, one is a short article in Anat. Anz. which is cited by Campbell (1965) but which does not contain the description of Homo antiquus. However, in that Adloff article he mentions a book he published that same year (1908). That book, &quot;Das Gebiss des Menschen und der Anthropomorphen Vergleichend-anatomische Untersuchungen Zugleich ein Beitrag zur menschlichen Stammgeschichte&quot; does contain the description for Homo antiquus. So Adloff 1908 is the correct Authorship for the name, but the correct citation is the book not the article.</p>

<p>&nbsp;</p>","Ferguson, 1984",1984,AL288-1,"A.L. 128-23, A.L. 198-1, A.L. 199-1, A.L. 207-1, A.L. 333.2",invalid_sh,8,FALSE,TRUE
124,Homo antiquus,TRUE,Needs type specimen,"<p>Adloff (1908) proposes the name Homo antiquus for the Krapania material. There is potential confusion about the sourc citation, which is listed incorrectly in Campbell (1965). The name Homo antiquus is an objective junior synonym for Homo neanderthalensis var. krapinensis Gorjanovic-Kramberger 1902.</p>","Adloff, 1908",1908,Krapina D - KalD2/5,,valid,8,TRUE,FALSE
11,Ardipithecus kadabba,FALSE,,"<p>Specimens from Middle Awash locality ALA-VP-2 including the holotype right mandible and associated teeth&nbsp;ALA-VP-2/10 were first attributed the subspecies <em>Ardipithecus ramidus kadabba</em> Haile-Selassie, 2001, then later elevated to species status as <em>Ardipithecus kadabba</em> Haile-Selassie, 2004.</p>

<p><span style=""color:#000000""><em>Ardipithecus kadabba </em></span><span style=""color:#000000"">was discovered in the Middle awash region, Ethiopia in 1997. Paleoanthropologist Yohannes Haile-Selassie had&nbsp; uncovered a mandible of what he believed to be a subspecies of </span><span style=""color:#000000""><em>Ardipithecus ramidus</em></span><span style=""color:#000000"">. It wasn&rsquo;t until 2002, with the discovery of several premolars and canines that the fossils were identified as a unique species( Haile-Selassie, 2004). </span><span style=""color:#000000""><em>Ardipithecus kadabba </em></span><span style=""color:#000000"">is seen as one of the earliest evolutionary points of hominins(DR Begun, 2004). A.kadabba presents the transition to larger molars, and shorter canines with the enamel of the teeth being thicker than those of </span><span style=""color:#222222""><span style=""background-color:#ffffff""><em>Pan troglodytes</em></span></span><span style=""color:#222222""><span style=""background-color:#ffffff"">(Chimpanzee) but thinner than that of early modern humans(Naomi E. Levin, 2008). Many aspects of </span></span><span style=""color:#222222""><span style=""background-color:#ffffff""><em>Ardipithecus kadabba </em></span></span><span style=""color:#222222""><span style=""background-color:#ffffff"">are unclear due to the lack of fossil evidence. It is speculated that A.kadabba was bipedal with aborial tendencies and may have lived in forests and wooded savannas(Dr Begun, 2004).</span></span></p>","Haile-Selassie, 2004",2004,ALA-VP-2/10,,valid,8,FALSE,FALSE
14,Australopithecus afarensis,FALSE,,"<p>Johanson, White and Coppens (1978) coined the name <em>Au. afarensis</em> with LH 4 as the type and Garusi 1 as a paratype. Garusi 1 itself is a type specimen described by Weinert (1950) as <em>Meganthrpus africanus.</em>&nbsp;Johanson, White and Coppens (1978) recognized Garusi 1 and the rest of the hypodigm as fitting within the genus <em>Australopithecus</em>, however transfering the name <em>Meganthropus africanus</em> to the genus <em>Australalopithecus</em> creates a homonym with <em>Australpoithecus africans</em> Dart, 1925, which prompted Johanson, White and Coppens (1978) to coin the new name <em>Australopithecus afarensis&nbsp;</em>Johanson, White and Coppens 1978. However, while their paper was in press it was preempted by a scientific news announcement published by Hinrichsen (1978) in which the author announced the name <em>Australopithecus afarensis</em> and attributed it to Johanson alone. Day et al. (1980) have argued that Henrichsen (1978) meets the criteria for a valid nomenclatural act and thus the formal name for this taxon should be <em>Australpithecus afarensis</em> Johanson, 1978 (in Henrichsen, 1978). The sequence of events is also summarized in Kimbel and Delzene (2009).</p>

<p>Heinrichs (1978) did not name a holotype, thus the subsequent holotype designation by Johanson et al. 1978 is technically a lectotype designation (a lectotype denotes a type specimen designated subsequent to the publication of the name).&nbsp;</p>

<p>Groves (1996) formally requested that the ICZN supress the name <em>Meganthropus africanus</em> and grant priority to <em>Australopithecus afarensis</em>. This appeal was made in case number 2998, with comments from White et al. (1998) and approved by ICZN in 1999&nbsp;as opinion number&nbsp;1941. In their final opinion, the ICZN ruled that the name africanus Weinert 1950 is formally supressed for the purposes of the Principle of Priority but not for those of the Principle of Homonymy. The same ruling also acknowledged the name afarensis, Johanson 1978 with the specimens L.H. 4 as the lectotype.</p>

<p>Strait et al. (1997) and Strait&nbsp;and Grine (2004) advance a cladistic classification for the australopiths and place <em>Australopithecus afarensis</em> into its own genus, <em>Praeanthrous</em> Seny&uuml;rek, 1955. However this does not solve the problem of paraphyly for Au. anamensis, Au. garhi and other australopith taxa.</p>

<p>Harrison (2011) reviews the taxonomic history and nomenclature of Australopithecus afarensis in his description of new material attributed to this taxon from Laetoli.&nbsp;</p>","Johanson, White & Coppens, 1978",1978,LH 4,Garusi 1,valid,8,FALSE,FALSE
30,Homo luzonensis,FALSE,,"<p>Holotype is CCH6-a to CCH6-e</p>

<p>Paratypes: CCh1, CCH2, CCH5, CCH3, CCH4, CCH8, CCH9</p>

<p>The fossils of<em> Homo luzonensis</em> were discovered in the Philippines in 2010 by Florent D&eacute;troit and Armand Mijares, but the fossils weren&rsquo;t put into their own species until 2019. <em>H. luzonensis</em> got its name from the island of Luzon in the Philippines where it was discovered. What is unique to <em>H. luzonensis </em>is that their premolar to molar crown ratio is higher than other species of <em>Homo </em>(Detroit 2019). Currently, this species has only been discovered in Luzon, so it is difficult to say much about the height of this species other than they might have been shorter than average.&nbsp;</p>","Détroit et al., 2019",2019,CCH6-a to CCh6-e,,valid,8,FALSE,FALSE
180,Homo erectus,FALSE,,,"Dubois, 1892",1892,Trinil 2,,,8,FALSE,FALSE
177,Homo georgicus,FALSE,,"<p><em>Homo georgicus </em>was found in Dmanisi, Georgia in 1991. Even though <em>H georgicus</em>&nbsp;is its own species, some&nbsp;researchers have categorized <em>Homo georgicus </em>with<em> Homo erectus </em>because they stated that the fossils are not different enough to categorize them separately. Other researchers stated that since the fossils gathered from Dmanisi were larger&nbsp;than&nbsp;<em>Homo erectus,&nbsp;</em>they proposed the new name -- <em>Homo georgicus&nbsp;</em>after the location that the fossils were found&nbsp;--&nbsp;in 2002.&nbsp;<em>H. georgicus </em>features include a proportional decrease in tooth module along with great corpus robusticity under the cheek teeth and has a small jaw compared to other <em>Homo </em>specimens (Gabunia &amp; Vekua, 1995). H. <em>georgicus </em>is thought to have migrated outside of Africa around 1.8 Myr making it the oldest human outside of Africa (Gabunia &amp; Vekua, 1995).</p>","Gabounia et al., 2002",2002,D 2600,,valid,8,FALSE,FALSE
31,Homo naledi,FALSE,,"<p>First declared in 2015 following an excavation led by Lee Berger in the Dinaledi Chamber of the Rising Star cave system in South Africa. <em>Homo naledi </em>is characterized as having features of both australopiths as well as those more in line with the Homo genus (Berger, 2015). Berger classifies <em>H. naledi</em> as having a similar cranial, foot, and lower limb morphology to that of early <em>Homo species,</em> but a more australopith-like morphology in its torso and proximal femur. The original excavation was the largest collection of a single hominid species found, with 15 discovered individuals representing <em>H. naledi, </em>including the type specimen DH1 and and paratypes DH3, DH4, DH5, and U.W. 101-377<em>.</em> The name &ldquo;naledi&rdquo; itself refers to the Rising Star cave system the type specimen was first discovered in, translating to &ldquo;star&rdquo; in the Sotho language. The remains found at the Dinaledi Chamber have been dated to a period between 236 ka and 335 ka (Dirks et al., 2017). A 2017 excavation of the Lesedi Chamber of the Rising Star cave system found at least three additional <em>H. naledi</em> specimens, including the remains of both adults and juveniles (Hawks et al., 2017).&nbsp;</p>","Berger et al., 2015",2015,DH 1,"DH2, DH3, DH4, U.W. 101-377",valid,8,FALSE,FALSE
33,Homo rudolfensis,FALSE,,"<p>Richard Leakey and his team are the first to describe KNM-ER 1470 in 1973, though they do not create the new taxon (Leakey, 1973). <em>Homo rudolfensis</em>, declared as a species by V.P. Alekseev in 1986 as <em>Pithecanthropus rudolfensis</em>, is a highly disputed hominin (V.P. Alekseev, 1986). Because of its status as a debated species <em>H. rudolfensis</em> is often referred to as a subspecies of <em>Homo habilis</em> though arguments have been made that it may also be a member of the <em>Australopithecus </em>genus, then with the name <em>Australopithecus rudolfensis</em>. This discourse comes from the australopithecine features <em>H. rudolfensis</em> retained in contrast with the early <em>Homo</em> characteristics presented in its body plan (McHenry and Coffing, 2000). Within studies and articles the type specimen KNM-ER 1470 is most commonly used to refer to <em>H. rudolfensis</em> as few fossils have been concretely determined to be of the species. Much that is written about <em>H. rudolfensis</em> revolves around discourse on if the species exists or, if it does, then which genus it should be placed in.<span style=""color:#000000""> </span></p>","Alexeev, 1986",1986,KNM-ER 1470,,valid,8,FALSE,FALSE
20,Australopithecus sediba,FALSE,,"<p>The type specimen of <em>Australopithecus sediba, </em>MH1, was declared in 2010 following its discovery in August 2008 by Mathew Berger, son of Lee Berger, at the Malapa site in South Africa (Berger et al., 2010). In this first paper it was determined to be descended from <em>Australopithecus africanus</em> though it was noted that it shared many features with early <em>Homo</em>. <em>Au. sediba&#39;s</em> length of limbs and narrow chest are australopithecine in nature, while its lower torso and dental traits are more similar to those of the <em>Homo </em>genus. A paratype was designated in addition to the holotype MH1 as MH2 from the same site in September of 2008. The name s<em>ediba</em> itself comes from the local Sesotho word meaning &ldquo;fountain&rdquo; or &ldquo;wellspring&rdquo; (Berger et al., 2010). Berger and his team proposed that <em>Au. sediba </em>could be the immediate ancestor of the<em> Homo </em>genus based on the traits described above. However remains from the Drimolen cave in South Africa that have been attributed to <em>Homo erectus </em>and <em>Paranthropus robustus</em> were dated to be contemporaneous with the determined time frame of <em>Au. sediba </em>(Herries et al., 2020).&nbsp;</p>","Berger et al., 2010",2010,MH1,MH2,valid,8,FALSE,FALSE
71,Paranthropus robustus,TRUE,Needs publication and type specimen,"<p>Discovered by Robert Broom in 1938, <em>Paranthropus robustus</em> is known for its strong jaw and&nbsp;molarized&nbsp;premolars that can chew through thick vegetation.&nbsp;With a skull larger than modern chimpanzees&nbsp;and a flat face, it soon became evident that this specimen didn&#39;t belong in the genus&nbsp;<em>Australopithecus</em> (Broom 1938). <em>Paranthropus robustus </em>was first known as <em>Australopithecus robustus </em>because&nbsp;the specimen&nbsp;dug up in Sterkfontein looked like a robust version of the genus <em>Australopithecus; </em>however, as more fossils were uncovered in areas nearby such as Kromdraai, more differences appeared between <em>Australopithecus africanus</em> and <em>Australopithecus robustus </em>that it became apparent&nbsp;that <em>Australopithecus robustus </em>had to be placed into a new genus, <em>Paranthropus.&nbsp;</em></p>","Broom, 1938",1938,TM 1517,,valid,8,FALSE,FALSE
